Title,Year,Genre,budget,opening weekend,worldwide gross,Rotten Tomatoes score
The BFG,2016,"Adventure, Family, Fantasy",140000000.0,3254056.85,195243411.0,74
The Pelican Brief,1993,"Crime, Drama, Mystery",45000000.0,3254467.6,195268056.0,54
Tropic Thunder,2008,"Action, Comedy, War",92000000.0,3261716.05,195702963.0,82
The Vow,2012,"Drama, Romance",30000000.0,3268576.1666666665,196114570.0,31
Beowulf,2007,"Animation, Action, Adventure",70000000.0,3273229.0833333335,196393745.0,71
The Other Woman,2014,"Comedy, Romance",40000000.0,3278506.6,196710396.0,26
The Other Woman,2014,"Comedy, Romance",40000000.0,3278506.6,196710396.0,26
Panic Room,2002,"Crime, Drama, Thriller",48000000.0,3284659.1,197079546.0,76
Jack the Giant Slayer,2013,"Action, Adventure, Fantasy",195000000.0,3294793.3833333333,197687603.0,52
Jaws 2,1978,"Adventure, Horror, Thriller",20000000.0,3131400.1166666667,187884007.0,61
Rambo III,1988,"Action, Adventure, Thriller",63000000.0,3150260.183333333,189015611.0,41
Outbreak,1995,"Action, Drama, Thriller",50000000.0,3164326.0,189859560.0,59
Hollow Man,2000,"Action, Horror, Sci-Fi",95000000.0,3170224.25,190213455.0,26
Cheaper by the Dozen,2003,"Comedy, Family",40000000.0,3175643.8333333335,190538630.0,24
The Lost City,2022,"Action, Adventure, Comedy",9600000.0,3180733.816666667,190844029.0,79
The Longest Yard,2005,"Comedy, Crime, Sport",82000000.0,3191109.2666666666,191466556.0,31
The Longest Yard,2005,"Comedy, Crime, Sport",82000000.0,3191109.2666666666,191466556.0,31
The Addams Family,1991,"Comedy, Fantasy",30000000.0,3191707.1,191502426.0,67
The Addams Family,1991,"Comedy, Fantasy",30000000.0,3191707.1,191502426.0,67
The Equalizer,2014,"Action, Crime, Thriller",55000000.0,3205512.3,192330738.0,60
Paranormal Activity,2007,"Horror, Mystery",15000.0,3222596.6666666665,193355800.0,83
Gangs of New York,2002,"Crime, Drama",100000000.0,3229541.7333333334,193772504.0,72
The Sum of All Fears,2002,"Action, Drama, Thriller",68000000.0,3232022.8666666667,193921372.0,59
Watchmen,2009,"Action, Drama, Mystery",130000000.0,3089713.55,185382813.0,65
Hugo,2011,"Adventure, Drama, Family",170000000.0,3096171.8333333335,185770310.0,93
The Waterboy,1998,"Comedy, Sport",23000000.0,3099860.7666666666,185991646.0,33
Inside Man,2006,"Crime, Drama, Mystery",45000000.0,3100059.85,186003591.0,86
The Final Destination,2009,"Horror, Thriller",40000000.0,3102785.65,186167139.0,27
The Jungle Book 2,2003,"Animation, Adventure, Comedy",20000000.0,3105062.65,186303759.0,18
Walk the Line,2005,"Biography, Drama, Music",28000000.0,3113299.7666666666,186797986.0,82
The Horse Whisperer,1998,"Drama, Romance, Western",60000000.0,3114726.05,186883563.0,74
The Grudge,2004,"Horror, Mystery, Thriller",10000000.0,3121351.9166666665,187281115.0,40
The Grudge,2004,"Horror, Mystery, Thriller",10000000.0,3121351.9166666665,187281115.0,40
Mr. Popper's Penguins,2011,"Comedy, Family, Fantasy",55000000.0,3122695.9,187361754.0,47
12 Years a Slave,2013,"Biography, Drama, History",20000000.0,3128886.7,187733202.0,95
Cape Fear,1991,"Crime, Thriller",35000000.0,3038199.4833333334,182291969.0,75
Cape Fear,1991,"Crime, Thriller",35000000.0,3038199.4833333334,182291969.0,75
The Man in the Iron Mask,1998,"Action, Adventure, Drama",0.0,3049481.7,182968902.0,32
Mirror Mirror,2012,"Adventure, Comedy, Drama",85000000.0,3050308.7,183018522.0,50
Wayne's World,1992,"Comedy, Music",20000000.0,3051622.05,183097323.0,79
Paul Blart: Mall Cop,2009,"Action, Comedy, Crime",26000000.0,3055807.15,183348429.0,34
102 Dalmatians,2000,"Adventure, Comedy, Family",85000000.0,3060196.183333333,183611771.0,31
Knowing,2009,"Action, Mystery, Sci-Fi",50000000.0,3060974.966666667,183658498.0,34
Jupiter Ascending,2015,"Action, Adventure, Sci-Fi",176000003.0,3064795.3833333333,183887723.0,28
Bad Moms,2016,Comedy,20000000.0,3065601.2333333334,183936074.0,58
Hop,2011,"Animation, Adventure, Comedy",63000000.0,3072785.75,184367145.0,24
Snow White and the Seven Dwarfs,1937,"Animation, Adventure, Family",1488423.0,3082091.433333333,184925486.0,75
Moulin Rouge!,2001,"Drama, Musical, Romance",52500000.0,3082255.3333333335,184935320.0,75
The League of Extraordinary Gentlemen,2003,"Action, Adventure, Fantasy",78000000.0,2987753.4,179265204.0,17
The Dictator,2012,Comedy,65000000.0,2989658.8833333333,179379533.0,56
Sweet Home Alabama,2002,"Comedy, Romance",30000000.0,3010373.7333333334,180622424.0,38
The Scorpion King,2002,"Action, Adventure, Fantasy",60000000.0,3010515.1166666667,180630907.0,41
Road to Perdition,2002,"Crime, Drama, Thriller",80000000.0,3016691.3,181001478.0,81
Scooby-Doo 2: Monsters Unleashed,2004,"Adventure, Comedy, Family",0.0,3020652.2,181239132.0,22
The First Wives Club,1996,Comedy,26000000.0,3024820.05,181489203.0,50
Poseidon,2006,"Action, Adventure, Thriller",160000000.0,3027913.6166666667,181674817.0,33
The Bridges of Madison County,1995,"Drama, Romance",24000000.0,3033610.283333333,182016617.0,90
The Haunted Mansion,2003,"Comedy, Family, Fantasy",90000000.0,3038171.1,182290266.0,14
The Dark Knight Rises,2012,"Action, Drama",250000000.0,18019497.083333332,1081169825.0,87
Transformers: Age of Extinction,2014,"Action, Adventure, Sci-Fi",210000000.0,18400901.2,1104054072.0,17
Skyfall,2012,"Action, Adventure, Thriller",200000000.0,18476158.316666666,1108569499.0,92
Jurassic Park,1993,"Action, Adventure, Sci-Fi",63000000.0,18496705.35,1109802321.0,91
Transformers: Dark of the Moon,2011,"Action, Adventure, Sci-Fi",195000000.0,18729901.316666666,1123794079.0,35
The Lord of the Rings: The Return of the King,2003,"Action, Adventure, Drama",94000000.0,19107629.133333333,1146457748.0,93
Captain America: Civil War,2016,"Action, Sci-Fi",250000000.0,19250773.6,1155046416.0,90
Iron Man 3,2013,"Action, Adventure, Sci-Fi",200000000.0,20259620.083333332,1215577205.0,79
Hero,2002,"Action, Adventure, Drama",31000000.0,2956592.6166666667,177395557.0,22
